Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Occurrence
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Antilocapridae,95067,180717,Active,Antilocapra americana,"PRONGHORN ANTELOPE, PRONGHORN/ANTELOPE",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Bovidae,107797,203618,Active,Bos bison,"American bison, American Bison, bison",Bison bison,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Bovidae,86816,183838,Active,Bos taurus,DOMESTIC CATTLE/LONGHORN,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Bovidae,95061,180711,Active,Ovis canadensis,bighorn sheep,Ovis canadensis californiana,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Cervidae,95052,180703,Active,Alces alces,MOOSE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Cervidae,95042,180695,Active,Cervus elaphus,"ELK, WAPITI/ELK",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Cervidae,95045,180698,Active,Odocoileus hemionus,MULE DEER,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Artiodactyla,Cervidae,95046,180699,Active,Odocoileus virginianus,"WHITE-TAIL DEER, WHITE-TAILED DEER",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Canidae,93340,180599,Active,Canis latrans,COYOTE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Canidae,93347,180604,Active,Vulpes vulpes,RED FOX,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Felidae,93322,180582,Active,Lynx rufus,BOBCAT,Felis rufus,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Felidae,260571,552479,Active,Puma concolor,mountain lion,Felis concolor,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Mephitidae,93300,180562,Active,Mephitis mephitis,STRIPED SKUNK,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Mustelidae,93293,180556,Active,Mustela frenata,"LONGTAIL WEASEL, LONG-TAILED WEASEL",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Mustelidae,93291,180554,Active,Mustela nivalis,LEAST WEASEL,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Mustelidae,93290,180553,Active,Mustela vison,MINK,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Mustelidae,93303,180565,Active,Taxidea taxus,BADGER,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Carnivora,Procyonidae,93314,180575,Active,Procyon lotor,RACCOON,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88730,180008,Active,Eptesicus fuscus,BIG BROWN BAT,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88737,180014,Active,Lasionycteris noctivagans,SILVER-HAIRED BAT,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88740,180017,Active,Lasiurus cinereus,HOARY BAT,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88713,179994,Active,Myotis ciliolabrum,"Eastern Small-footed Bat, Eastern Small-footed Myotis, Small-footed Myotis",Myotis leibii,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88714,179995,Active,Myotis evotis,LONG-EARED MYOTIS,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88706,179988,Active,Myotis lucifugus,LITTLE BROWN MYOTIS,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88722,180000,Active,Myotis septentrionalis,Keen's Myotis,Myotis keenii,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Chiroptera,Vespertilionidae,88709,179990,Active,Myotis volans,LONG-LEGGED MYOTIS,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Lagomorpha,Leporidae,89644,180118,Active,Lepus townsendii,"JACK RABBIT, PRAIRIE HARE, WHITE-TAILED JACKRABBIT",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Lagomorpha,Leporidae,89649,180122,Active,Sylvilagus audubonii,"COTTONTAIL, DESERT COTTONTAIL",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Lagomorpha,Leporidae,89651,180124,Active,Sylvilagus floridanus,EASTERN COTTONTAIL,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Lagomorpha,Leporidae,89653,180126,Active,Sylvilagus nuttallii,NUTTALL'S COTTONTAIL,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Perissodactyla,Equidae,95038,180691,Active,Equus caballus,"FERAL HORSE, HORSE, WILD HORSE/FERAL HORSE",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Castoridae,90673,180212,Active,Castor canadensis,BEAVER,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,91703,180312,Active,Microtus ochrogaster,PRAIRIE VOLE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,90766,180297,Active,Microtus pennsylvanicus,MEADOW VOLE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,91768,180371,Active,Neotoma cinerea,BUSHY-TAILED WOODRAT,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,91709,180318,Active,Ondatra zibethicus,MUSKRAT,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,91780,180382,Active,Onychomys leucogaster,NORTHERN GRASSHOPPER MOUSE,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,90745,180278,Active,Peromyscus leucopus,WHITE-FOOTED MOUSE,Peromyscus leucopus aridulus,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,90743,180276,Active,Peromyscus maniculatus,DEER MOUSE,Peromyscus maniculatus osgoodi,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Cricetidae,91737,180343,Active,Reithrodontomys megalotis,WESTERN HARVEST MOUSE,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Dipodidae,91784,180386,Active,Zapus hudsonius,MEADOW JUMPING MOUSE,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Erethizontidae,91792,180393,Active,Erethizon dorsatum,PORCUPINE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Geomyidae,90690,180228,Active,Thomomys talpoides,NORTHERN POCKET GOPHER,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Heteromyidae,90726,180260,Active,Perognathus fasciatus,OLIVE-BACKED POCKET MOUSE,,Probably Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Muridae,91762,180366,Active,Mus musculus,HOUSE MOUSE,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Sciuridae,90643,180186,Active,Cynomys ludovicianus,"BLACK-TAIL PRAIRIE DOG, BLACK-TAILED PRAIRIE DOG, PRAIRIE DOG",,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Sciuridae,89704,180172,Active,Sciurus niger,FOX SQUIRREL,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Sciuridae,89683,180153,Active,Spermophilus franklinii,FRANKLIN GROUND SQUIRREL,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Sciuridae,89693,180162,Active,Spermophilus tridecemlineatus,THIRTEEN-LINED GROUND SQUIRREL,,Present
THRO,Theodore Roosevelt National Park,Mammal,1,Rodentia,Sciuridae,90653,180195,Active,Tamias minimus,LEAST CHIPMUNK,Eutamias minimus,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,79517,175309,Active,Accipiter cooperii,Cooper's Hawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,79508,175300,Active,Accipiter gentilis,Northern Goshawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,79512,175304,Active,Accipiter striatus,Sharp-shinned Hawk,Accipiter striatus striatus,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,80429,175407,Active,Aquila chrysaetos,Golden Eagle,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,79563,175350,Active,Buteo jamaicensis,Red-tailed Hawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,80391,175373,Active,Buteo lagopus,Rough-legged Hawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,80395,175377,Active,Buteo regalis,Ferruginous Hawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,79581,175367,Active,Buteo swainsoni,Swainson's hawk,,Present
THRO,Theodore Roosevelt National Park,Bird,2,Accipitriformes,Accipitridae,80455,175430,Active,Circus cyaneus,Northern Harrier,,Present
