Code,Place_Name,Category,Sort,OrderName,FamilyName,Taxon,TSN,TaxonRecordStatus,ScientificName,CommonNames,Synonyms,Occurrence,Code ,Latitude,Longitude
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,85638,179488.0,Active,Melospiza georgiana,Swamp Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,85634,179484.0,Active,Melospiza lincolnii,Lincoln's Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,85643,179492.0,Active,Melospiza melodia,Song Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,83846,179314.0,Active,Passerculus sandwichensis,Savannah Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,83803,179276.0,Active,Pipilo erythrophthalmus,"Rufous-sided Towhee, Eastern Towhee",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,84704,179366.0,Active,Pooecetes gramineus,Vesper Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,84785,179439.0,Active,Spizella pallida,Clay-colored Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,84781,179435.0,Active,Spizella passerina,Chipping Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,84790,179443.0,Active,Spizella pusilla,Field Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Emberizidae,85602,179455.0,Active,Zonotrichia leucophrys,White-crowned Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Fringillidae,95283,179233.0,Active,Carduelis pinus,Pine Siskin,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Fringillidae,95286,179236.0,Active,Carduelis tristis,American Goldfinch,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87409,178448.0,Active,Hirundo rustica,Barn Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87423,178460.0,Active,Petrochelidon fulva,Cave Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87417,178455.0,Active,Petrochelidon pyrrhonota,Cliff Swallow,Hirundo pyrrhonota,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87427,178464.0,Active,Progne subis,Purple Martin,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87396,178436.0,Active,Riparia riparia,Bank Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87404,178443.0,Active,Stelgidopteryx serripennis,Northern Rough-winged Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87391,178431.0,Active,Tachycineta bicolor,Tree Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Hirundinidae,87392,178432.0,Active,Tachycineta cyaneoviridis,Bahama Swallow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93613,179045.0,Active,Agelaius phoeniceus,Red-winged Blackbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93599,179032.0,Active,Dolichonyx oryzivorus,Bobolink,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93664,179091.0,Active,Euphagus carolinus,Rusty Blackbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93667,179094.0,Active,Euphagus cyanocephalus,Brewer's Blackbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,264102,554267.0,Active,Icterus bullockii,Bullock's Oriole,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93655,179083.0,Active,Icterus galbula,"Baltimore Oriole, Northern Oriole",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93638,179068.0,Active,Icterus pectoralis,Spot-breasted Oriole,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93634,179064.0,Active,Icterus spurius,Orchard Oriole,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,94219,179116.0,Active,Molothrus aeneus,Bronzed Cowbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,94215,179112.0,Active,Molothrus ater,Brown-headed Cowbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,94220,179117.0,Active,Molothrus bonariensis,Shiny Cowbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,94210,179108.0,Active,Quiscalus major,Boat-tailed Grackle,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,94206,179104.0,Active,Quiscalus quiscula,Common Grackle,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93601,179034.0,Active,Sturnella magna,Eastern Meadowlark,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Icteridae,93611,179043.0,Active,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Laniidae,88277,178515.0,Active,Lanius ludovicianus,Loggerhead Shrike,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Mimidae,89977,178625.0,Active,Dumetella carolinensis,Gray Catbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Mimidae,89975,178623.0,Active,Mimus gundlachii,Bahama Mockingbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Mimidae,88394,178620.0,Active,Mimus polyglottos,Northern Mockingbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Mimidae,89979,178627.0,Active,Toxostoma rufum,Brown Thrasher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Motacillidae,266934,554127.0,Active,Anthus rubescens,Water Pipit,Anthus spinoletta,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Muscicapidae,87198,179814.0,Active,Oenanthe oenanthe,Northern Wheatear,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Paridae,266957,554138.0,Active,Baeolophus bicolor,Tufted Titmouse,Parus bicolor,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92645,178888.0,Active,Dendroica caerulescens,Black-throated Blue Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92673,178912.0,Active,Dendroica castanea,Bay-breasted Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92663,178903.0,Active,Dendroica cerulea,Cerulean Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92649,178891.0,Active,Dendroica coronata,Yellow-rumped Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92679,178918.0,Active,Dendroica discolor,Prairie Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92682,178920.0,Active,Dendroica discolor paludicola,Florida Prairie Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92665,178905.0,Active,Dendroica dominica,Yellow-throated Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92664,178904.0,Active,Dendroica fusca,Blackburnian Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92643,178886.0,Active,Dendroica magnolia,Magnolia Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92654,178896.0,Active,Dendroica nigrescens,Black-throated Gray Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92683,178921.0,Active,Dendroica palmarum,"Palm Warbler, Western Palm Warbler",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92672,178911.0,Active,Dendroica pensylvanica,Chestnut-sided Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92634,178878.0,Active,Dendroica petechia,"American Yellow Warbler, Yellow Warbler",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92675,178914.0,Active,Dendroica pinus,Pine Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92674,178913.0,Active,Dendroica striata,Blackpoll Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92644,178887.0,Active,Dendroica tigrina,Cape May Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92656,178898.0,Active,Dendroica virens,Black-throated Green Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92708,178944.0,Active,Geothlypis trichas,Common Yellowthroat,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,628198,726195.0,Active,Helmitheros vermivorum,Worm-eating Warbler,Helmitheros vermivorus,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92730,178964.0,Active,Icteria virens,Yellow-breasted Chat,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91016,178848.0,Active,Limnothlypis swainsonii,Swainson's Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91012,178844.0,Active,Mniotilta varia,Black-and-white Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92701,178938.0,Active,Oporornis agilis,Connecticut Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92700,178937.0,Active,Oporornis formosus,Kentucky Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92702,178939.0,Active,Oporornis philadelphia,Mourning Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92623,178868.0,Active,Parula americana,Northern Parula,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91014,178846.0,Active,Protonotaria citrea,Prothonotary Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,628220,726205.0,Active,Seiurus aurocapilla,Ovenbird,Seiurus aurocapillus,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92698,178935.0,Active,Seiurus motacilla,Louisiana Waterthrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92694,178931.0,Active,Seiurus noveboracensis,Northern Waterthrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92746,178979.0,Active,Setophaga ruticilla,American Redstart,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91025,178856.0,Active,Vermivora celata,Orange-crowned Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91021,178852.0,Active,Vermivora chrysoptera,Golden-winged Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91024,178855.0,Active,Vermivora peregrina,Tennessee Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,91022,178853.0,Active,Vermivora pinus,Blue-winged Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92739,178972.0,Active,Wilsonia citrina,Hooded Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Parulidae,92740,178973.0,Active,Wilsonia pusilla,Wilson's Warbler,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Passeridae,86194,179628.0,Active,Passer domesticus,House Sparrow,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Polioptilidae,88038,179853.0,Active,Polioptila caerulea,Blue-gray Gnatcatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Regulidae,88057,179870.0,Active,Regulus calendula,Ruby-crowned Kinglet,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Sittidae,90935,178775.0,Active,Sitta carolinensis,White-breasted Nuthatch,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Sittidae,90946,178785.0,Active,Sitta pusilla,Brown-headed Nuthatch,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Sturnidae,86221,179652.0,Active,Gracula religiosa,Hill Myna,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Sturnidae,86204,179637.0,Active,Sturnus vulgaris,European Starling,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Thraupidae,88086,179897.0,Active,Spindalis zena,Western Spindalis,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Thraupidae,94268,179160.0,Active,Tiaris bicolor,Black-faced Grassquit,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Thraupidae,628224,726207.0,Active,Tiaris olivaceus,Yellow-faced Grassquit,Tiaris olivacea,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Troglodytidae,88380,178608.0,Active,Cistothorus palustris,Marsh Wren,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Troglodytidae,88377,178605.0,Active,Cistothorus platensis,Sedge Wren,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Troglodytidae,88350,178581.0,Active,Thryothorus ludovicianus,Carolina Wren,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Troglodytidae,88306,178541.0,Active,Troglodytes aedon,House Wren,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Troglodytidae,88312,178547.0,Active,Troglodytes troglodytes,Winter Wren,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87177,179796.0,Active,Catharus fuscescens,Veery,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87158,179779.0,Active,Catharus guttatus,Hermit Thrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87174,179793.0,Active,Catharus minimus,Gray-cheeked Thrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87168,179788.0,Active,Catharus ustulatus,Swainson's Thrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87156,179777.0,Active,Hylocichla mustelina,Wood Thrush,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87195,179811.0,Active,Sialia currucoides,Mountain Bluebird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87184,179801.0,Active,Sialia sialis,Eastern Bluebird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Turdidae,87136,179759.0,Active,Turdus migratorius,American Robin,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85854,178366.0,Active,Contopus caribaeus,Cuban Pewee,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,267828,554221.0,Active,Contopus cooperi,Olive-sided Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85846,178359.0,Active,Contopus virens,Eastern Wood-Pewee,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85830,178344.0,Active,Empidonax minimus,Least Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85827,178341.0,Active,Empidonax traillii,Willow Flycatcher,,Probably Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85824,178339.0,Active,Empidonax virescens,Acadian Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85791,178309.0,Active,Myiarchus crinitus,Great Crested Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85795,178312.0,Active,Myiarchus tyrannulus,Brown-crested Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85860,178371.0,Active,Pyrocephalus rubinus,Vermilion Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85813,178329.0,Active,Sayornis phoebe,Eastern Phoebe,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85818,178333.0,Active,Sayornis saya,Say's Phoebe,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85759,178280.0,Active,Tyrannus dominicensis,Gray Kingbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85773,178293.0,Active,Tyrannus forficatus,Scissor-tailed Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85774,178294.0,Active,Tyrannus savana,Fork-tailed Flycatcher,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85757,178279.0,Active,Tyrannus tyrannus,Eastern Kingbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Tyrannidae,85766,178287.0,Active,Tyrannus verticalis,Western Kingbird,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93581,179016.0,Active,Vireo altiloquus,Black-whiskered Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93567,179003.0,Active,Vireo bellii,Bell's Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93594,179028.0,Active,Vireo crassirostris,Thick-billed Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93573,179009.0,Active,Vireo flavifrons,Yellow-throated Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93589,179023.0,Active,Vireo gilvus,Warbling Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93552,178991.0,Active,Vireo griseus,White-eyed Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93587,179021.0,Active,Vireo olivaceus,Red-eyed Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93588,179022.0,Active,Vireo philadelphicus,Philadelphia Vireo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Passeriformes,Vireonidae,93575,179010.0,Active,Vireo solitarius,"Blue-headed Vireo, Solitary Vireo",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,266951,554135.0,Active,Ardea alba,Great Egret,Casmerodius albus,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84416,174773.0,Active,Ardea herodias,"Great Blue Heron, Great White Heron",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84424,174780.0,Active,Ardea herodias occidentalis,Great White Heron,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84508,174856.0,Active,Botaurus lentiginosus,American Bittern,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84450,174803.0,Active,Bubulcus ibis,Cattle Egret,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84438,174793.0,Active,Butorides virescens,Green Heron,Butorides striatus,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84476,174827.0,Active,Egretta caerulea,Little Blue Heron,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84473,174824.0,Active,Egretta rufescens,Reddish Egret,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84461,174813.0,Active,Egretta thula,Snowy Egret,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84475,174826.0,Active,Egretta tricolor,Tricolored Heron,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84497,174846.0,Active,Ixobrychus exilis,Least Bittern,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84493,174842.0,Active,Nyctanassa violacea,Yellow-crowned Night-Heron,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Ardeidae,84482,174832.0,Active,Nycticorax nycticorax,Black-crowned Night-Heron,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Pelecanidae,83382,174684.0,Active,Pelecanus erythrorhynchos,American White Pelican,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Pelecanidae,83383,174685.0,Active,Pelecanus occidentalis,Brown Pelican,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Threskiornithidae,85526,174930.0,Active,Eudocimus albus,White Ibis,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Threskiornithidae,85527,174931.0,Active,Eudocimus ruber,Scarlet Ibis,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Threskiornithidae,85538,174941.0,Active,Platalea ajaja,Roseate Spoonbill,Ajaia ajaja,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Threskiornithidae,85521,174926.0,Active,Plegadis chihi,White-faced Ibis,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Pelecaniformes,Threskiornithidae,85519,174924.0,Active,Plegadis falcinellus,Glossy Ibis,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Phoenicopteriformes,Phoenicopteridae,76600,174976.0,Active,Phoenicopterus ruber,Greater Flamingo,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84820,178154.0,Active,Colaptes auratus,Northern Flicker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84833,178166.0,Active,Dryocopus pileatus,Pileated Woodpecker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84865,178195.0,Active,Melanerpes carolinus,Red-bellied Woodpecker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84855,178186.0,Active,Melanerpes erythrocephalus,Red-headed Woodpecker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84936,178259.0,Active,Picoides pubescens,Downy Woodpecker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,85739,178262.0,Active,Picoides villosus,Hairy Woodpecker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Piciformes,Picidae,84874,178202.0,Active,Sphyrapicus varius,Yellow-bellied Sapsucker,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Podicipediformes,Podicipedidae,81686,174482.0,Active,Podiceps auritus,Horned Grebe,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Podicipediformes,Podicipedidae,81682,174479.0,Active,Podiceps grisegena,Red-necked Grebe,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Podicipediformes,Podicipedidae,81712,174505.0,Active,Podilymbus podiceps,Pied-billed Grebe,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Procellariiformes,Hydrobatidae,83345,174650.0,Active,Oceanites oceanicus,Wilson's Storm-Petrel,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Procellariiformes,Procellariidae,82434,174553.0,Active,Puffinus griseus,Sooty Shearwater,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Procellariiformes,Procellariidae,82443,174561.0,Active,Puffinus lherminieri,Audubon's Shearwater,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Psittaciformes,Psittacidae,87694,177745.0,Active,Brotogeris versicolurus,"Canary-winged Parakeet, White-winged Parakeet",,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Psittaciformes,Psittacidae,86597,177597.0,Active,Melopsittacus undulatus,Budgerigar,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Psittaciformes,Psittacidae,87670,177723.0,Active,Myiopsitta monachus,Monk Parakeet,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Psittaciformes,Psittacidae,86657,177650.0,Active,Psittacula krameri,Rose-ringed Parakeet,,Present,EVER,25.286615,-80.898651
EVER,Everglades National Park,Bird,2,Strigiformes,Strigidae,82971,177935.0,Active,Asio flammeus,Short-eared Owl,,Present,EVER,25.286615,-80.898651
